Report ID,Report Version,Reporting Entity,Report Type,Report Month,Report Year,Report Submission Date,VIN,VIN - Unknown,Serial Number,Make,Model,Model - Unknown,Model Year,Model Year - Unknown,Same Vehicle ID,Mileage,Mileage - Unknown,Driver / Operator Type,ADAS/ADS System Version,ADAS/ADS System Version - Unk,ADAS/ADS System Version CBI,ADAS/ADS Hardware Version,ADAS/ADS Hardware Version - Unk,ADAS/ADS Hardware Version CBI,ADAS/ADS Software Version,ADAS/ADS Software Version - Unk,ADAS/ADS Software Version CBI,Other Reporting Entities?,Other Reporting Entities? - Unk,Other Reporting Entities? - NA,Federal Regulatory Exemption?,Other Federal Reg. Exemption,Federal Reg. Exemption - Unk,Federal Reg. Exemption - No,State or Local Permit?,State or Local Permit,ADS Equipped?,Automation System Engaged?,Operating Entity,Operating Entity - Unknown,Source - Complaint/Claim,Source - Telematics,Source - Law Enforcement,Source - Field Report,Source - Testing,Source - Media,Source - Other,Source - Other Text,Incident Date,Incident Date - Unknown,Notice Received Date,Incident Time (24:00),Incident Time - Unknown,Same Incident ID,Latitude,Latitude - Unknown,Longitude,Longitude - Unknown,Address,Address - Unknown,City,City - Unknown,State,Zip Code,Zip Code - Unknown,Roadway Type,Roadway Surface,Roadway Description,Posted Speed Limit (MPH),Posted Speed Limit - Unknown,Lighting,Weather - Clear,Weather - Snow,Weather - Cloudy,Weather - Fog/Smoke,Weather - Rain,Weather - Severe Wind,Weather - Unknown,Weather - Other,Weather - Other Text,Crash With,Highest Injury Severity Alleged,Property Damage?,CP Pre-Crash Movement,CP Any Air Bags Deployed?,CP Was Vehicle Towed?,CP Contact Area - Rear Left,CP Contact Area - Left,CP Contact Area - Front Left,CP Contact Area - Rear,CP Contact Area - Top,CP Contact Area - Front,CP Contact Area - Rear Right,CP Contact Area - Right,CP Contact Area - Front Right,CP Contact Area - Bottom,CP Contact Area - Unknown,SV Pre-Crash Movement,SV Any Air Bags Deployed?,SV Was Vehicle Towed?,SV Were All Passengers Belted?,SV Precrash Speed (MPH),SV Pre-crash Speed - Unknown,SV Contact Area - Rear Left,SV Contact Area - Left,SV Contact Area - Front Left,SV Contact Area - Rear,SV Contact Area - Top,SV Contact Area - Front,SV Contact Area - Rear Right,SV Contact Area - Right,SV Contact Area - Front Right,SV Contact Area - Bottom,SV Contact Area - Unknown,Data Availability - EDR,Data Availability - Police Rpt,Data Availability - Telematics,Data Availability - Complaints,Data Availability - Video,Data Availability - Other,Data Availability - No Data,Data Availability - Unknown,Law Enforcement Investigating?,Investigating Agency,Investigating Agency - Unknown,Rep Ent Or Mfr Investigating?,Investigating Officer Name,Inv. Officer Name - Unknown,Investigating Officer Phone,Inv. Officer Phone - Unknown,Investigating Officer Email,Inv. Officer Email - Unknown,Within ODD?,Within ODD? - CBI,Narrative,Narrative - CBI?
669-9902,1,Hyundai Motor America,5-Day,,,FEB-2025,KMHM54AA1RA, ,,Hyundai,IONIQ 6, ,2024.0, ,9265dbd4c010dac,,Y,"Other, see Narrative",,Y, ,,Y, ,,Y, ,, ,Y,,, ,Y,No,,No,ADAS,Hyundai Motor America, , , , , , , ,Y,Employee accident report,2025-02-01, ,FEB-2025,06:15, ,91a2d8b20dbc9a9,,Y,,Y,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Corona, ,CA ,,Y,Highway / Freeway,Dry,Traffic Incident,,Y,Dark - Unknown Lighting, , , , , , ,Y, ,,"Other, see Narrative",Minor,Yes,"Other, see Narrative",Unknown,Yes,Y, ,Y,Y, ,Y,Y, ,Y, , ,Stopped,No,No,Yes,0.0, , , , ,Y, , , , , , , , ,Y, , , , , , ,No,, ,No,, ,, ,, ,Yes, ,"A Hyundai Motor America (""HMA"") associate was operating a model year 2024 Ioniq 6 employee lease vehicle with the vehicle's Adaptive Cruise Control (""ACC""), and Lane Following Assist (""LFA"") features engaged simultaneously while driving at approximately 20-30MPH on [XXX]near Corona, CA.  The ACC allegedly engaged due to traffic slowing down and proceeded to slow the vehicle to a stop when the IONIQ 6 vehicle was struck in the rear by a Hyundai Elantra that had been rear-ended and pushed forward into the IONIQ 6 vehicle. NASO is in process of reaching out to the associate for additional information.",
669-9901,1,Hyundai Motor America,5-Day,,,FEB-2025,5NMJF3DE1RH, ,,HYUNDAI,TUCSON, ,2024.0, ,6800ec033eae3b8,,Y,"Other, see Narrative",,Y, ,,Y, ,,Y, ,, ,Y,,, ,Y,No,,No,ADAS,HYUNDAI MOTOR AMERICA, , , , , , , ,Y,EMPLOYEE ACCIDENT REPORT,2025-01-01, ,JAN-2025,18:45, ,efa786af6b17452,,Y,,Y,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Mohave, ,CA ,,Y,Highway / Freeway,Dry,Traffic Incident,,Y,Dark - Unknown Lighting,Y, , , , , , , ,,Animal,No Injuries Reported,Yes,"Other, see Narrative",,, , , , , , , , , , , ,Proceeding Straight,No,Yes,Yes,,Y, , , , , ,Y, , , , , , , , , , , , ,Y,Unknown,,Y,No,,Y,,Y,,Y,Yes, ,"A Hyundai America Technical Center, INC (""HATCI"") associate was operating a model year 2024 Tucson employee lease vehicle with the vehicle's Adaptive Cruise Control (""ACC"") and Lane Following Assist (""LFA"") features engaged simultaneously while travelling on [XXX]south of Mohave, California, when an animal (dog) ran in front of the vehicle causing the vehicle to strike the animal in a collision.  NASO is in process of reaching out to the associate for additional information.",
13781-9861,2,"Tesla, Inc.",10-Day Update,,,FEB-2025,7SAYGDEE6RF, ,,Tesla,Model Y, ,2024.0, ,290d478eba815ac,25281.0, ,In-Vehicle (Commercial / Test),"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,,Y, ,,, ,Y,No,,No,ADAS,Tesla Inc, , , , , ,Y, , ,,2025-02-01, ,FEB-2025,7:25, ,0b944212c10e71a,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,Wet,No Unusual Conditions,30.0, ,Dark - Lighted,Y, , , , , , , ,,Van,Serious,Yes,Proceeding Straight,Unknown,No, , ,Y, , ,Y, , ,Y, , ,Stopped,No,No,Yes,0.0, ,Y, , ,Y, , ,Y, , , , , , , , ,Y,Y, , ,Yes,San Francisco Police Dept, ,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-9892,1,"Tesla, Inc.",5-Day,,,FEB-2025,LRW3E7EK5RC, ,,Tesla,Model 3, ,2024.0, ,d1891fea538a118,19815.0, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,,Y, ,,, ,Y,No,,No,ADAS,, , , , , ,Y, , ,,2025-02-01, ,FEB-2025,18:30, ,fbeb84b33d5532b,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Belmont, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Highway / Freeway,Wet,No Unusual Conditions,65.0, ,Daylight, , ,Y, ,Y, , , ,,"Other, see Narrative",No Injuries Reported,Yes,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Proceeding Straight,Yes,Yes,Yes,,Y,Y, ,Y, ,Y,Y,Y, ,Y, , ,Y, ,Y, ,Y,Y, , ,Yes,California Highway Patrol, ,Unknown,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-9861,1,"Tesla, Inc.",1-Day,,,FEB-2025,7SAYGDEE6RF, ,,Tesla,Model Y, ,2024.0, ,290d478eba815ac,25345.0, ,In-Vehicle (Commercial / Test),"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,,Y, ,,, ,Y,No,,No,ADAS,Tesla, , , , , ,Y, , ,,2025-02-01, ,FEB-2025,7:25, ,0b944212c10e71a,,Y,,Y,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,Unknown,Unknown,,Y,Unknown, , , , , , ,Y, ,,Van,Moderate,Yes,Proceeding Straight,Unknown,No, , ,Y, , ,Y, , ,Y, , ,Stopped,No,No,Yes,,Y,Y, , ,Y, , ,Y, , , , , , , ,Y, , , , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION].",Y
13781-9842,1,"Tesla, Inc.",5-Day,,,FEB-2025,7SAYGDEE7PF, ,,Tesla,Model Y, ,2023.0, ,8874f3f04c68962,23335.0, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,,Y, ,,, ,Y,No,,No,ADAS,, , ,Y, , , , , ,,2025-02-01, ,FEB-2025,16:30, ,f4b60326d9f0521,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,El Nido, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Highway / Freeway,Dry,Work Zone,55.0, ,Daylight, , ,Y, , , , , ,,Other Fixed Object,Unknown,Yes,,,, , , , , , , , , , , ,Lane / Road Departure,No,Yes,Unknown,79.0, ,Y,Y,Y, , , , , , , , ,Y, ,Y, ,Y,Y, , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-9841,1,"Tesla, Inc.",5-Day,,,FEB-2025,5YJ3E1EB1RF, ,,Tesla,Model 3, ,2024.0, ,bb255ef4fa1b55d,8226.0, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,,Y, ,,, ,Y,No,,No,ADAS,, , ,Y, , , , , ,,2025-02-01, ,FEB-2025,09:24, ,381c37eec27194f,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Los Angeles, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Unknown,Unknown,Unknown,55.0, ,Unknown, , , , , , ,Y, ,,Unknown,Unknown,Yes,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Unknown,Yes,Unknown,Unknown,35.0, , , , , , , , , , , ,Y,Y, ,Y, , ,Y, , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
669-9856,1,Hyundai Motor America,5-Day,,,FEB-2025,5NMJF3DE1RH, ,,Hyundai,Tucson, ,2024.0, ,6800ec033eae3b8,,Y,"Other, see Narrative",,Y, ,,Y, ,,Y, ,,Y, ,,,Y, ,Unknown,,No,ADAS,Hyundai Motor America, , , , , , , ,Y,Employee Accident Report,2025-01-01, ,JAN-2025,18:45, ,efa786af6b17452,,Y,,Y,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Mohave, ,CA ,,Y,Highway / Freeway,Dry,Traffic Incident,,Y,Dark - Unknown Lighting,Y, , , , , , , ,,Animal,No Injuries Reported,Yes,"Other, see Narrative",,, , , , , , , , , , , ,Proceeding Straight,No,Yes,Yes,,Y, , , , , ,Y, , , , , , , , , , , , ,Y,Unknown,,Y,No,,Y,,Y,,Y,Yes, ,"A Hyundai America Technical Center, INC (""HATCI"") associate was operating a 2024 Tucson employee lease vehicle with the vehicle's Adaptive Cruise Control (""ACC""), and Lane Following Assist (""LFA"") features engaged while driving on [XXX] south of Mohave, CA.  While traveling on the HWY a dog ran out in front of the vehicle and the vehicle struck the animal.  NASO is in process of reaching out to the associate for additional information.",
13781-9802,1,"Tesla, Inc.",5-Day,,,FEB-2025,5YJ3E1EA1KF, ,,Tesla,Model 3, ,2019.0, ,41f30bf0c60e518,69960.0, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,,Y, ,,, ,Y,No,,No,ADAS,, , ,Y, , , , , ,,2025-01-01, ,JAN-2025,14:46, ,071db3d5b3a5955,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Lodi, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Highway / Freeway,Dry,No Unusual Conditions,65.0, ,Dawn / Dusk,Y, , , , , , , ,,Passenger Car,Unknown,Yes,Proceeding Straight,Unknown,Unknown,Y, , ,Y, , ,Y, , , , ,Proceeding Straight,Yes,Unknown,Unknown,26.0, , , ,Y, , ,Y, , ,Y, , ,Y, ,Y, ,Y,Y, , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-9758,2,"Tesla, Inc.",10-Day Update,,,FEB-2025,5YJ3E1EA9PF, ,,Tesla,Model 3, ,2023.0, ,9b92c7f6df64fd3,17775.0, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,,Y, ,,, ,Y,No,,No,ADAS,, , , , , , ,Y, ,,2025-01-01, ,JAN-2025,09:31, ,af64d45ca504b96,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Newark, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Highway / Freeway,Dry,"Other, see Narrative",65.0, ,Dark - Lighted,Y, , , , , , , ,,Passenger Car,Fatality,Yes,Traveling Wrong Way,Unknown,Unknown, , , , , ,Y, , ,Y, , ,Proceeding Straight,Yes,Unknown,Unknown,69.0, , , ,Y, , ,Y, , , , , ,Y, ,Y, ,Y,Y, , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-9799,1,"Tesla, Inc.",5-Day,,,FEB-2025,7SAXCBE66PF, ,,Tesla,Model X, ,2023.0, ,fe9f82ce08bcab9,22481.0, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,,Y, ,,, ,Y,No,,No,ADAS,, ,Y, , , , , , ,,2025-01-01, ,JAN-2025,17:17, ,00d37801ad28034,,Y,,Y,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Burlingame, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Unknown,Unknown,Unknown,35.0, ,Unknown, , , , , , ,Y, ,,Unknown,No Injuries Reported,Yes,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Unknown,No,Yes,Unknown,30.0, , , , , , , , , , ,Y, , , , ,Y, ,Y, , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-9796,1,"Tesla, Inc.",5-Day,,,FEB-2025,7SAYGAEE1NF, ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION],Tesla,Model Y, ,2022.0, ,f4c22ec9d5048af,15746.0, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,,Y, ,,, ,Y,No,,No,ADAS,, ,Y, , , , , , ,,2025-01-01, ,JAN-2025,05:57, ,415f788917ca6fb,,Y,,Y,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Unknown,Unknown,Unknown,,Y,Unknown,Y, , , , , , , ,,Unknown,No Injuries Reported,Yes,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Unknown,No,No,Unknown,14.0, , , , , , , , , , , ,Y, , , ,Y, ,Y, , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-9794,1,"Tesla, Inc.",5-Day,,,FEB-2025,5YJ3E1EA2PF, ,,Tesla,Model 3, ,2023.0, ,1508c7dfe6d84a3,7099.0, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,,Y, ,,, ,Y,No,,No,ADAS,, , , , , , , ,Y,Data Privacy Request,2024-11-01, ,JAN-2025,01:11, ,9e2957d3017cce8,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Davis, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Highway / Freeway,Dry,No Unusual Conditions,65.0, ,Dawn / Dusk,Y, , , , , , , ,,Other Fixed Object,Unknown,Yes,,,, , , , , , , , , , , ,Lane / Road Departure,No,Yes,Unknown,47.0, , , ,Y, , ,Y, , ,Y,Y, , , ,Y, ,Y,Y, , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-9786,1,"Tesla, Inc.",5-Day,,,JAN-2025,7SAYGAEE6PF, ,,Tesla,Model Y, ,2023.0, ,31e2c0443c5c314,31541.0, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,,Y, ,,, ,Y,No,,No,ADAS,, , ,Y, , , , , ,,2025-01-01, ,JAN-2025,16:42, ,7665197ce282136,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,El Dorado Hills, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Highway / Freeway,Dry,No Unusual Conditions,65.0, ,Daylight,Y, , , , , , , ,,Other Fixed Object,Unknown,Yes,,,, , , , , , , , , , , ,Lane / Road Departure,Yes,Unknown,Unknown,69.0, , ,Y,Y, , ,Y, , , ,Y, ,Y, ,Y, ,Y,Y, , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-9783,1,"Tesla, Inc.",5-Day,,,JAN-2025,5YJ3E1EB5MF, ,,Tesla,Model 3, ,2021.0, ,823ab20ee1e0076,51602.0, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,,Y, ,,, ,Y,No,,No,ADAS,, , ,Y, , , , , ,,2025-01-01, ,JAN-2025,16:09, ,f17a40002756ada,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Fairfield, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Highway / Freeway,Dry,Traffic Incident,55.0, ,Dawn / Dusk,Y, , , , , , , ,,Passenger Car,Unknown,Yes,Lane / Road Departure,Unknown,Unknown,Y,Y,Y, , , , , , , , ,Proceeding Straight,No,Yes,Unknown,66.0, , , ,Y, , , ,Y,Y, , , , , ,Y, ,Y,Y, , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
1243-9301,2,"Subaru of America, Inc.",Update,,,JAN-2025,JF1GUAFC0R8, ,,Subaru,Impreza, ,2024.0, ,07c113101a48d08,5002.0, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,,Y, ,,Y, ,, ,Y,,, ,Y,No,,No,ADAS,, ,Y, , , , , , ,,2024-12-01, ,DEC-2024,17:57, ,5c15effac490b52,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Diego, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Highway / Freeway,Dry,No Unusual Conditions,55.0, ,Dark - Not Lighted,Y, , , , , , , ,,Pole / Tree,Minor,Yes,,,, , , , , , , , , , , ,Proceeding Straight,Yes,Yes,Yes,55.0, ,Y,Y,Y,Y,Y,Y,Y,Y,Y, , ,Y, ,Y, , , , , ,Unknown,,Y,Yes,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"According to the customer's statement, the subject vehicle was travelling eastbound in the far-left lane of to [XXX] (XXX) at between 45 and 50 MPH at approximately 6PM (PST) with Adaptive Cruise Control (ACC) and Lane Centering (LCF) engaged. The customer noted the conditions as being dark. The customer further stated that as the roadway curved to the right, the system ""shut off"" and the vehicle climbed the curb to the left, entering a vegetated median strip. The vehicle then rolled several times, struck a tree and came to rest in the opposing lanes of traffic. The frontal and curtain airbags deployed, and the vehicle was towed from the scene.
[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]
Subaru inspected the subject vehicle on 1/7/2025. The odometer reading was 5,003. In addition to rollover damage, extensive damage was found to the front right suspension, and the front right wheel was bent inward at the center of the wheel barrel. The front right tire was flat and had sustained impact damage. The front left tire had a cut on the outer sidewall but still held air pressure.
[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]
The incident occurred approximately 0.1 miles from an intersection controlled by a traffic signal. It is a three-lane asphalt surface approaching a right-hand curve. The roadway lane markings were noted as being faded and in need of repainting, but there were no other abnormalities.
Based on the inspection and the data acquired, Subaru determined that there were no abnormalities with the ADAS systems. The customer had alleged that the system had ""shut off"" just prior to the impact with the center median. However, the vehicle data indicated that the ACC was cancelled by the driver's application of the brake pedal. Subaru was not able to confirm whether the LCF was engaged, but it would have disengaged simultaneous to the cancellation of the ACC.",Y
13781-9758,1,"Tesla, Inc.",1-Day,,,JAN-2025,5YJ3E1EA9PF, ,,Tesla,Model 3, ,2023.0, ,9b92c7f6df64fd3,17775.0, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,,Y, ,,, ,Y,No,,No,ADAS,, , , , , , ,Y, ,,2025-01-01, ,JAN-2025,09:31, ,af64d45ca504b96,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Newark, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Highway / Freeway,Dry,Unknown,65.0, ,Dark - Lighted,Y, , , , , , , ,,Passenger Car,Fatality,Yes,Traveling Wrong Way,Unknown,Unknown, , , , , ,Y, , ,Y, , ,Proceeding Straight,Yes,Unknown,Unknown,,Y, , ,Y, , ,Y, , , , , ,Y, ,Y, ,Y,Y, , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
